alpha_ch1,beta_ch1,gamma_ch1,alpha_ch2,beta_ch2,gamma_ch2,thought
7.68268672131323,14.258878375881096,32.25273507958331,7.905311789723595,12.76436853620583,32.169217478608225,Up
8.246763473630956,13.806725415080251,32.530104953749436,8.217695266476879,13.576247671566898,32.257867120585416,Close
7.633746905008693,14.629594705316013,33.37983001945554,8.334061750240808,14.282681274554264,33.097180950291225,Pause
8.062659078501426,13.509693734799063,32.19620798358938,8.09723523974267,14.106778606299349,32.99254744751806,Pause
7.412098962836067,13.414250047916072,31.74551818714625,8.25113913129897,13.811394694819151,31.556642328498352,Eat
7.601544185330471,14.089780727423989,31.987212843904004,7.911180230414615,13.89107988651278,32.71194249640558,Eat
8.059058370760738,14.418839321044862,31.11546204755544,8.138016616091186,13.624445782969838,32.09158409487945,Delete
8.221539973998624,14.673571076583148,31.65264343445547,8.383064850876766,13.981903552960715,32.149547908068875,Right
8.05141048435699,13.816446294852424,31.79535878094345,8.24709188829053,14.206351311792247,31.053864584178335,Out
7.965305515283528,14.431472333372518,31.737955801032705,8.024040619130819,13.25364528503581,31.8148071173059,Stop
7.909668891323213,13.984596612199717,32.07617743601686,8.267264921287238,14.01985907513494,31.493588204831717,Faster
7.556443402889772,13.930949080023671,31.5887900338089,8.414382937190984,14.272973948381868,32.314029407446654,Goodbye
7.784046737481588,14.35346397499467,32.56051533366224,7.5850176164267555,13.733959884414652,32.4355402502014,Up
7.8618083687120635,14.260929151365367,32.0001035324591,8.547722219486769,14.180280244848234,30.862756824491843,No
8.317136667865675,13.3694431372063,31.99534983943069,8.099123578395679,15.025861777789022,31.888982567997864,Slower
8.103085486870539,14.590616139890358,31.836052641743542,8.327646979972068,13.858262882805244,32.460930752397125,Help
7.47108795339118,14.55203654165898,32.07759534192949,8.559174077093568,14.05732282000213,31.806660518843277,Go
8.097225190818438,13.749774919396188,32.412549132333815,7.788497890830859,13.604777166535444,32.26453182250118,Slower
7.884475315875105,14.158321413374964,31.56643489214455,7.987167699271735,13.97250046504082,32.07558273381354,Help
7.796923399908213,14.197612074513096,31.670941755462373,8.113435391237289,14.084108649992922,32.070830115976314,Off
8.18350288665226,14.104269506329564,31.848136985611667,7.9648739436626705,13.977936936108055,31.76434251096585,Right
8.309299856748785,13.779877938461832,31.327064538263393,8.720480972751043,13.492121872116458,31.291709597932144,Next
8.279384035734859,13.73135065282478,31.590371070139252,7.942968371851961,13.982544708530181,31.339234926287485,Eat
7.748234743033208,13.989778371603421,31.76188956322767,8.03333596615394,14.484878375487055,32.25467625722766,Faster
7.907236287244635,14.469091607703746,32.43719459035636,8.261316709480893,14.079454305805811,31.90972912775944,Delete
8.099379029421069,14.217440061837772,32.13128066450096,7.8393551421771726,14.284794875628737,31.830743877696385,Off
8.292663538136708,13.851754267165557,32.09679495568377,8.08129578647312,13.805195211994949,31.68805497883882,Out
7.856247728646413,14.308679484259338,32.42544898108399,8.295235978375052,14.199960095769484,31.747405577259624,On
7.9443023070008545,12.86058295174797,31.9313141058003,8.100141878685246,14.011707135286612,32.42345589724407,Continue
7.668099507798192,14.459506280148842,32.195232424964445,8.171983942330014,13.519635708125108,31.732377959065985,Down
7.641138012775799,13.30411448848876,31.94838912353375,8.041200366265487,14.02740840191955,31.229467643349214,Faster
8.24375774671826,13.855023623438747,32.13268117469981,7.745658907245769,13.503321334623877,32.271825887770085,Thanks
8.406872008571247,13.552132042149543,31.708620671194208,8.29647796340177,13.646847890046084,31.79756166806764,Pause
7.9783969635259,13.482127409711637,30.780591420861786,8.726479921494171,13.97573132291695,31.91569793276639,No
8.301059869367608,14.464330714951409,31.93286041890685,8.205520489235031,14.01889770935205,32.70378915319975,Off
8.10849080751429,13.812919519475244,32.71137406804997,8.267579235174264,13.424307013969148,31.889719721324745,Go
7.8064640736184625,14.138601552692286,32.4631077011208,8.407816826535058,14.32159430847315,32.04459183655936,Delete
8.108418681652525,13.981231768448326,32.48269874229558,7.81920085103599,14.12880251132019,31.310538254350835,On
8.461410969939791,14.190816330889248,32.61806536090311,8.710754397438881,13.618108625755648,31.790165273824517,Goodbye
7.989252188267015,14.030728756424102,32.044328795480716,8.26069863892684,13.28496608142033,32.2047630226043,Off
8.469393096744202,13.486803110324573,32.0986578537028,8.689557069726732,13.842038168367427,31.122313133079377,On
7.214076468773077,14.398506727778855,31.691174052282825,7.980090101342802,13.721622514455536,32.00042254655785,Stop
8.246570751312568,13.802497366735475,31.841963571986476,8.745418576767346,13.94525618282121,31.9503955363224,Goodbye
8.026114120471451,13.377367240536099,32.30788557488557,8.432546648210435,13.754753335537774,31.920643727793717,Pause
7.91029779486024,13.828753935613635,32.601942218584405,8.365912025755707,13.097017255701996,32.41857944932912,Sleep
8.02752823296065,14.600303916253724,31.9302768621595,8.270207336305944,13.744661224679536,32.067219257424256,No
7.403729325619732,14.340088696845397,31.774905367574295,8.125441414577665,13.777752355572675,32.63903594917822,Up
7.934098433648747,13.860539146236857,32.0002639794283,8.56015949754216,14.153464409909624,31.40320524220298,Eat
8.107133771453524,13.860296918272628,32.30060337446456,8.242107960954414,13.620720130155581,31.96796228360917,Awake
8.443368213422454,13.871345979513046,31.278072591933228,7.6098790889238535,14.571469869349027,31.94223339319497,Out
7.844518934517906,14.830699193424337,30.85190952343138,7.864844061487899,13.135343779739298,31.365372753122458,On
7.757451919132044,14.15277418089262,31.724731575254207,8.144246274342175,14.42446699912105,32.378147501045675,Open
7.849472886924639,14.172016658876428,31.38964378704292,8.292999694949666,13.810272411648759,33.062336652926405,Faster
8.274620635310622,14.412113381612738,31.745929901176346,8.18302345333003,14.243833948937423,31.891496962758083,Start
8.098625332897905,14.095515663610605,31.926109840591263,8.565691236938099,13.931920593623493,32.15251054413688,Out
7.841071938869888,13.896383141671718,31.773375795488494,7.614669440788412,14.355822214410187,31.942259237907663,Yes
8.153980229934007,13.921460060366009,32.72623376723537,8.243076380951548,13.745055214178876,31.54320766504641,Goodbye
8.029123264804412,13.971359496234374,32.16337238230116,7.654606232383853,13.460551829928875,30.98961986109899,Close
8.290593497159866,13.985111105396063,32.150237179805416,8.42791368864525,14.468201714908426,31.547113258452317,Stop
7.789384071836794,14.291051817454791,32.3111035720217,8.171662385667398,13.854607741647143,31.20402080952413,Awake
7.90170135602067,14.02077835432292,31.430583441109615,8.325882991607235,13.988623389449685,32.75205103902956,Faster
7.882367554060353,14.293056030886232,32.519555893710134,7.94083511182307,14.393900765617918,31.84244515303838,Back
7.560945515560364,13.967713367956566,31.96211785673227,8.583839479497325,13.487217903162227,31.727040335476413,Delete
8.088836083119373,14.031454076126437,32.335240308620605,8.512517399217655,14.138196359055703,32.344576912393904,Pause
8.078316581653967,13.200719726187156,31.464071383479922,8.375063290903565,13.664042097414844,31.339124448572054,Out
8.001534036992739,14.366531069880992,31.223120616991967,8.161144825940967,13.84713225774225,31.51656798099772,Next
7.929623859987456,14.138595390359198,32.40894482901251,8.373957185588539,13.928911586153715,31.93403613462431,Right
7.575388777384876,14.399204043943861,32.18820476304876,7.9879322296037945,13.299911255421225,32.41438449571174,Off
7.873806403170392,12.841497848722524,31.548974222821244,8.456666697706213,13.588465182871827,32.15084252258439,Up
7.8971856450419695,14.835349881912292,31.565168459362653,8.694844268297176,14.440429156965257,32.02416257125794,Back
7.759316819233514,13.944164148737931,32.56271739220738,8.521183167993755,14.254476475433918,31.939058867618005,Go
7.951614286500197,14.443273126695006,31.405294053566337,7.981119259057777,13.874944169069106,32.100117927763385,Go
8.121215257044362,13.584037629149787,32.821336476627984,8.30842519518193,13.997249383405158,32.000826452564624,Goodbye
8.565855770363159,14.245109562025029,31.549689632676067,7.812057536872405,13.782302997745417,31.38501386261153,Next
8.05237334384955,13.578633774730537,32.319195962804194,8.371717093352702,14.442633354331193,31.923039610816573,Pause
8.077265117216829,13.750492415721679,31.83569076212551,8.33518102385876,13.819858968882334,31.363155670541122,Left
7.97766622527015,14.765612541546714,32.30159371554117,7.63905509814035,13.99273683685394,31.94054127145041,Down
7.424368635410287,13.923727039694661,31.727942998942904,7.85146484682629,14.358412057656826,31.659676029255877,Drink
7.992045837365235,14.08697314927189,31.91860354696385,8.115058330976868,13.589051406061637,33.169690811391426,Thanks
8.018069062982308,14.348027092275501,32.02045958769786,8.109742075857751,14.523515673798759,31.88005280812414,Awake
8.738972633745586,14.198272755189041,31.498906272109263,7.837156919374357,13.28781543610265,31.197880216869205,No
7.942291710565663,14.06016756205743,32.37041217271006,8.316693618805655,14.55185685244512,31.832909894661537,Continue
8.090464202700083,14.14598440098649,31.743393216764208,8.275442082682153,13.75092976641921,32.15967937281894,Thanks
7.989586469088427,14.96136623409531,31.88570004232999,8.141719260406443,13.802920500869888,32.73668197307626,Go
7.64939658871414,13.976952481186565,31.502825312695744,7.973262549952491,13.143995931526824,31.605273800030638,Hello
8.342846844354506,14.080439618685986,30.718833170602345,8.514612137924969,13.718082113048924,31.10878601298818,Faster
8.225579909806033,14.420261758403045,31.904486118699914,8.696622133926487,13.484077387589247,32.30841850571549,Faster
8.237309584112914,14.442210373183194,33.206307710806456,8.054931554846037,13.65694146185061,31.209700647050173,Faster
7.7271837635615785,14.474812122224153,32.39230214394901,8.016349924853554,13.845075613684449,31.681922279246255,Hello
8.42083829328083,14.255492088811675,31.9903698101328,8.347362299623597,14.283116645789162,31.771189757244503,Slower
7.5794446811623155,13.542798034907806,31.868554585395866,8.092591186075904,13.98304134056025,31.865183273349945,Start
8.176057128140082,14.653372612920439,32.011232946406025,8.158180839801028,14.023070661360446,32.24458222853717,Open
8.657136687742993,13.541461842792526,32.2735595575876,8.4218959455174,13.461792244461776,31.558182858856803,Eat
7.702839102460794,14.121054186095613,31.409593592345576,7.627193173747812,13.547698364158908,31.76313537391662,Up
7.8301106811191685,13.698289659992257,32.55716084733444,8.5954906974558,14.619490007340525,31.892864823525304,Stop
8.029895409526292,13.974344661362803,32.357690657720624,8.221804157298802,13.605919586094702,31.97479897875939,In
7.848957303765141,14.131504964121392,32.35909286285397,8.076552056631344,14.562483300822919,31.94891358735396,Continue
7.53480097068016,14.12854288618011,32.219237869404864,8.173229753733565,13.802775520447653,32.11800288761129,Back
8.020568892441808,14.168768301694113,32.009808328846994,8.188728806506155,13.900915174457403,32.32191975482087,Yes
7.681308885882169,14.64548450762346,32.33643061798341,7.680639608966522,14.328146064091973,32.09631705782548,Delete
8.142077729190554,14.181413720605592,32.29590706687069,8.64848146823597,14.408756968775464,32.12679276175461,Go
7.724172729729859,13.90233734588374,31.82297964452949,8.212397689681184,13.855674975888366,31.10888841662676,Faster
8.464980321505262,14.385634867315343,31.71319911355155,8.332900639134213,13.744702778591385,31.92511384958284,Yes
7.765024012299129,14.475788195569857,32.05092814763099,8.485464931172212,13.877631820591116,32.1397537740008,Off
7.903381545138298,13.508956873945204,32.77451007574759,7.893651262731909,14.035183011292848,32.264470597285225,Start
8.2440551652109,14.238960027939942,31.38044646217305,8.342041569710569,14.256521474747903,31.5538246128831,Help
7.6307407050698135,14.28046909692436,31.26623736712378,8.119707672730362,13.901691943597662,31.570480362555678,Help
8.06823798038124,13.880974598656003,32.08238042061826,8.454031232564947,14.147554519209262,31.6129496623582,Right
8.39214282628473,14.550282725324648,32.025443850928006,7.561831773894551,14.555343892908377,32.16820694994567,Stop
7.517755029631632,13.93997776518699,32.086670832185206,8.170271709927619,14.052523844905915,32.4169405274621,Help
8.05539015755969,14.050230581388616,32.12197659895425,8.01915380326481,14.024661142401913,31.6962699463542,Hello
8.077964838274527,13.930771270286453,31.888398872682597,8.329678885190246,13.292435669963973,32.353981156813525,Start
8.234546861533193,14.006231619032587,32.74493171930104,8.34101325621046,12.847707945268375,31.961739904582295,Help
7.628914786736575,13.56148996524192,31.199548010761742,7.987712231553392,14.055350291692069,31.83785711141878,Delete
7.603863016074717,13.423979646962282,31.585751487609876,7.986347840747186,13.862070307487652,31.794307885091015,Next
8.15658246968507,14.63780202528999,31.948372619925475,8.166800389432801,13.694086930034103,32.27330568230108,Right
8.089095401969956,13.661215460672668,31.178405594422916,7.931007331805437,13.997412081674538,32.062788908393536,Eat
8.075147855103763,13.603443060217478,31.912072797783964,8.452595108635638,13.875838508321237,33.037912713823815,Open
8.103934462849093,13.138643954558514,32.83073508286401,8.089237839865765,14.351112100253559,31.473887678501338,Open
7.795992583526453,13.7444153009242,32.01044324414798,7.327903534203507,13.934444347303591,32.15905085101499,Goodbye
8.0696761091483,13.470764082637,32.11535045285934,8.087553383013457,13.601230685971933,31.63539949509424,Save
8.087921741989604,14.656806064054548,31.36991761741371,7.888436853746808,14.296066495583716,31.465356506505678,Left
7.78569457459209,14.403926835737053,31.69181929598026,7.710617255361716,13.813147570021519,31.894566431482513,Start
8.559732353343428,13.72473986192891,31.812401809838033,7.828772008533227,14.110614673468923,31.968676239703516,Yes
8.142149876273535,14.900974322137724,31.841142451621884,8.23282254154989,13.70903571752288,33.359086777530045,Delete
7.642608950839206,14.392706194796638,32.64082189750189,8.59859224847447,13.640069245801026,31.807927092158398,Continue
8.19696608259015,13.87006744659655,32.27884553036256,8.293955342159494,13.93366729207428,31.334910635257657,Save
7.707595498931804,13.00023771405057,31.444271021531485,8.018048983535277,13.905131457417474,32.03650535874719,Down
8.236125381122736,14.916377029036298,32.123252389216,8.33677125855121,14.091930814146734,30.862679981226815,Back
8.347578673702222,13.44417101329456,32.249110874248395,8.062272906934302,13.792541698676104,31.854021608697867,Drink
7.753795304494487,13.341840501217243,32.570074519260636,7.991619889251056,13.165456086491842,31.90801264114758,Help
8.289012838773296,14.409028172803856,32.790270343284185,7.853691199530104,13.726890446564646,32.2973001914726,Stop
8.123834278080949,14.97590096253571,31.492452904086065,7.674451357974483,14.217527386857526,32.38681112471392,Open
8.246618047998346,14.553709127404208,31.59457124439483,8.083022888032165,13.781049568302757,31.64821519054614,Hello
8.569037894796184,14.225563648020945,31.371211070542692,8.247416046976038,13.80144663899418,31.824692992685033,Yes
7.926383565199139,14.237901736666114,31.88299007044651,8.171012898995532,14.294550602362374,31.51693958469466,Pause
7.773879150692753,14.341366223512123,32.233179187223165,8.07520992161579,13.61521070909643,31.335968722596153,Open
7.733145671112343,14.303571435914707,32.49366725829455,7.916276181790965,13.282878712702841,32.05494738969031,Drink
7.755256914510369,14.11247656958775,31.962024488178738,8.38247385750549,13.835747552189803,31.2632072257017,Faster
7.976869487175769,14.04168044158075,31.84007623837258,7.804860424016024,13.706330419500505,31.692686549714068,In
8.102345592444992,13.974962748840191,32.07587899612437,8.432808374153042,13.5135014720987,31.40241302005038,Thanks
8.083007239799006,13.698414164453329,31.58242854918499,7.899334894321981,13.829848617640524,32.17484159314513,Stop
8.248154974710808,13.887729969253291,33.04476936084739,7.974269428794089,14.096602258898713,32.80071504963324,Yes
8.003900567563372,13.322817274321846,31.196169486440972,7.7599644428152965,13.896284575372874,31.249206008598332,Sleep
8.436060223147194,13.9606641492821,32.092370289447864,8.04957935593431,14.022792429074496,30.973490758551215,Faster
7.920602950028613,13.604563557139633,33.01180310961482,8.492593737543393,14.625363079406169,31.837556557324966,Yes
8.816050749976885,13.558564273113692,32.003399922279996,8.354688426533187,13.762848455376975,31.907848897978877,Go
8.187700204329502,14.071957660461392,31.90498048249925,8.49352663360841,14.011339453857868,32.00932965337865,Go
7.742852733075115,14.55680091453784,31.821277288594786,8.35664276378018,13.696314654960347,31.676839742382825,Slower
7.678732250581667,14.367326642400926,31.909804159118796,7.868899051440889,13.561456112045212,31.799680350587284,Out
8.144741724572956,13.371799758550729,32.686424237338265,8.100763232701732,13.666036938632892,32.0837552052703,Off
7.932961164402244,13.604148745371864,30.894069044335247,7.965940261264761,13.708496571391326,32.420215446322416,Slower
8.214200148227627,14.376308475195286,32.766716850648166,8.59917247121171,14.04379031901885,30.922475614840856,Start
8.141971287372064,13.607005042584676,31.28802142377493,7.840963406072106,14.839630314680303,31.715530280484266,Stop
7.978151326202938,13.91014674000119,31.86667383538279,8.468109306816732,13.613582625489665,32.00690439697053,Right
7.745961884579478,14.220020839609822,31.78537778985067,8.46788616103263,13.733349877753815,31.44101194769463,Sleep
7.54554583259424,13.612662218054545,32.29427663488536,8.748886060514826,13.874750794755501,32.76558481588365,Drink
7.866045514379894,14.042150202458384,31.200937824058126,8.077094022211151,14.058319539483898,31.58229505988563,Hello
8.256919638297042,13.466389802032719,32.23108633304097,8.413696647874048,14.005420324781914,31.879353656496356,On
8.064228123239062,13.759452942419514,33.01215481164343,8.884495550961653,14.413638317579247,32.17801104842114,Stop
7.626278366386404,14.127912773657014,31.318412997703597,8.01470749691989,12.929443171785916,31.604357605599052,Next
8.051954277755355,13.362802506587332,32.0948530838052,7.739487925740291,12.945228051921731,30.97671347609779,Drink
8.11559521391865,14.176189895184159,31.669008911101695,7.63599698982767,13.70164873119594,31.685672736541733,Back
7.73484276913966,13.992144880429327,32.21294360309652,8.4138136086584,14.338920075017484,32.41472027796352,Back
8.046117531783658,14.220995981766858,32.00957388870788,7.635054937582424,13.273740787357761,31.73155243660743,Pause
8.0174626155338,14.089565653625865,31.679256545477845,8.088304284118623,12.696947064122497,31.47678284927051,Awake
7.6571089106508134,14.545656171989538,32.24393614243554,8.331193956111688,14.128471762487683,32.36283610475136,Faster
8.107336208104485,14.050089801059164,32.90217405489337,8.255552661048974,13.997462889481087,31.734612551988473,Slower
8.16823535791047,13.828237783549898,31.90454810413635,8.327633459255251,13.463916637280228,31.64491959317489,Off
8.324915372952583,14.048919001212914,32.35987897107409,8.266686956740255,13.505784159711629,31.974728044831654,Save
8.31614061561047,14.217319211614555,31.353363521064416,8.583659743994017,13.51210251214613,32.28537510480939,Slower
7.586699189612872,14.019544028130282,31.521781811590994,7.91430508577836,13.944214126989577,33.09085676586627,On
7.718652488025463,14.016236676481553,32.23620313894019,7.99690145846244,13.649473889526798,32.31361805382871,Continue
8.154510580162597,13.719203324877299,32.74205801426798,7.968202166418752,14.097625567590208,32.47991998319417,Thanks
8.154135785273663,13.734839632979622,32.17780667439283,8.449057543558782,12.758149334838244,31.64701690050607,Back
8.154514305891814,13.438957891280122,31.843470984738424,8.470119576518519,13.55725925394888,31.38706594701526,Go
9.155819447196416,14.699830697274775,31.99964570271168,8.335367595795551,13.44957841563558,31.93116567480956,Off
8.17126715320795,13.502454705843485,31.374796133015142,8.555048100066978,13.797463728651003,31.953584957629797,Out
8.34066969205418,13.722837920881638,32.302257663177684,7.846587739787085,13.684780896603945,31.3607436293177,Left
8.28620052904796,13.71263709377232,32.441166531161706,8.70016723346534,14.219137511958307,31.81235273504799,In
8.19541737539174,14.357969750777777,31.77395483358346,8.656971586513677,13.156265291335977,32.099658800859565,No
7.905419226607896,13.88202012868319,31.76497892612025,8.420686599173724,13.9181965905323,32.08019669750904,Faster
8.22769076614798,14.499096829069494,32.13293911482602,8.734539672631318,14.123334569284683,32.15214392669213,Delete
7.768152435638728,13.730603750302453,31.781640131979703,7.7030130376966675,14.642658974624782,32.04548236506872,Faster
7.928954417977997,14.111597664889521,31.96693369268709,8.042665559121204,13.70729361156261,31.64649567036497,Drink
7.854390935651269,13.665861178696098,33.049860894583254,7.979408961795413,14.029783441741007,31.643049686675578,Eat
8.024562241815897,14.858059651109356,31.876487149627003,8.416443797127203,13.178454882975053,31.300524301003062,Save
8.694397570002053,13.524960632388195,31.82082992398939,7.884957778119356,12.94321751827479,32.792387519592545,Drink
7.439820442222476,14.12392828409081,31.67622909718242,8.427248544801245,14.23790975031268,31.906725182309646,Yes
8.205878057112354,14.25351075237284,32.372095985749965,8.611160843199013,13.897775882540772,31.787573472102572,Start
7.5161852386431045,14.1655196389806,31.909387913390947,8.4085608700252,14.37140507591937,31.43560395927377,On
7.85842044026317,13.925884936448917,31.675313480839286,8.285125307098449,13.350638844412101,33.36782895116389,Thanks
8.32668517909021,13.948071720106629,32.6606520161365,7.903637997729774,14.107960855811502,31.36333598388855,Delete
8.01928400572864,14.017524588791645,32.709801502256816,7.94594471016239,14.647527136217542,31.685576037196963,No
7.676676566621208,13.941199199348604,31.699788217130646,8.574885671589,14.067882243342908,32.10791841814303,Start
7.78540888722201,14.385551646717964,31.066730024319693,8.4338047011716,14.01063260223642,32.20010648287214,Left
8.203879324680402,14.88420920063654,32.50375684491846,8.188294144186736,13.90342243232974,32.37896602760784,Thanks
7.780890010484859,13.777003285996866,31.657685087119997,8.074627136270232,13.271647417149635,32.80380425388463,Off
8.064937576874593,13.45207880816837,32.39531279958138,7.592257638066586,14.44222917428414,32.153078827730354,Open
8.013671551971145,13.964687180659498,31.01494809114408,7.878744274394668,13.655656944077974,31.371984600016663,Goodbye
7.804519895718255,15.031883735061728,32.446298669149655,8.773425726141916,14.101793302553206,31.771527437439108,Off
8.643183226797598,13.678530172812108,31.39441403535961,7.815863328699259,13.274786277371499,32.05391618625694,Drink
8.190175706695403,14.655646722177627,32.36538205953326,8.256843946366324,13.428216134196887,32.93411302075291,Open
7.392457224002718,14.671080325630577,32.007136533918214,8.50223319195856,14.474034959688895,31.20109726078785,Save
8.055936294430829,13.778564703316801,31.523030290301676,7.823523199599312,13.761079084416863,32.50128825261261,Start
7.801464060569484,14.22759323167411,31.79648184353661,8.255413142434325,14.481310190417018,31.989957184773207,On
8.255730000438867,14.651358649251415,32.34315922847835,8.481374661253195,13.868707736376594,32.31891526761474,Stop
7.762243778470189,13.848348903605006,32.05294722655762,8.203749796572174,13.163240890816857,31.849002641682034,Open
7.96557906755993,13.918567855959056,32.29220649023624,9.06052091670003,14.256827039892688,31.478783684936836,Start
8.151496183694137,13.767327634420543,32.98822029225774,7.699420222336541,13.664043072897757,32.275436389700666,Pause
8.259726558251037,13.594097307722853,31.217879194144473,8.517618558965163,14.179475525406819,32.22721551355281,In
7.6399110778832675,13.740288981973597,32.80860628748431,8.14815947878106,13.910084347016033,32.38602848286986,No
7.899649629247715,13.510423893295098,32.052177968761605,8.431576046451001,13.282752708822851,31.89334768231068,Thanks
7.857516406651714,14.01363338730369,31.550607975838435,8.332392145509774,13.965717906148228,31.600088988340072,Back
7.804001230227886,13.692010707576543,31.334843187130506,7.980053140867001,14.77848925686112,31.120606502488076,Left
8.529636272084328,14.093514364716299,31.905439804611483,8.268698917737801,14.097194583405784,32.3096866340697,Awake
8.121494513288287,13.377641741518548,32.46082505596223,7.642629564580513,13.876992898797814,32.11194474122199,Awake
7.6217348136994865,14.132352092885784,31.93622543981123,8.380974250171418,14.330137360782759,31.41710868356802,In
8.275358584116432,14.33341158464357,32.75557746512367,8.289447539797157,13.984267386081244,31.630713163351686,Out
8.63664685910379,13.202505742971418,31.274412154974222,8.39159805059293,13.983813692105118,31.666620594024277,Drink
8.309739578165344,14.14962262793903,31.993955526076974,8.517435497526144,13.46334993113636,31.15850778400879,Save
7.544189010213796,14.491067596989318,31.373803277793442,8.310285952062912,13.99353921031584,31.49115880169743,Start
7.854729778140125,13.516143592523518,32.181815941312486,8.244426825939483,14.314177366566778,31.33308482159682,Slower
8.380073344755987,14.669028954735081,32.44344369504865,7.935679499001612,13.565575139159991,31.69376049405603,Up
7.787699160314366,14.167607603746418,31.789619103159474,7.986333770905284,14.46979832849878,31.530651250835216,Thanks
8.133145828443869,13.717995257696636,30.697893071686433,8.556020386053198,13.86331759034195,31.086497539566626,Close
8.2323902160288,13.977692368936918,32.09947407339825,8.630900621711794,13.544892195384584,32.91129511528474,Go
7.721920858526575,14.223330765008688,32.218369275866756,8.128566869106383,14.299052830768098,32.52627036551461,Up
7.98214239318146,14.030402156564964,32.20214737748085,8.213800824175982,13.785282305704692,31.510490289240007,In
7.027619797979279,14.215502396978547,32.61789109591108,7.928615687501869,14.203805954994444,32.036210698326805,Back
7.692683707599713,13.631730562768254,31.464473160175476,8.551827053580233,13.783296547096585,32.108732544910644,Up
7.924229554582052,14.067744329614431,32.34010805272523,8.399625047107532,13.87606954258804,32.49554292738674,Drink
7.625665045410545,13.434514201238008,32.59625375623899,8.782365230939124,14.097424081733717,31.49069748666996,Eat
8.48972339117949,13.95550957546052,31.110706207996742,7.936503076846078,14.016358823036002,32.446053391991214,Pause
7.570957586611811,13.638436943414083,32.15982591295949,8.086597630294534,13.101787287819304,31.62604734789653,No
7.867986653990905,13.705788022964093,31.747910084496166,8.26943377675767,13.451502503962244,31.23206879791569,Down
